Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
Tom Boon,M,26,184,81,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
"Joshua ""Josh"" Booth",M,25,190,93,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Silver
Kjetil Borch,M,26,193,84,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Double Sculls,Bronze
Yannick Philippe Andr Borel,M,27,197,100,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",Gold
Maurcio Borges Almeida Silva,M,27,199,99,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
Mariya Olegovna Borisova,F,19,184,95,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze
Ismael Borrero Molina,M,24,160,59,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold
Willemijn Bos,F,28,181,69,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
Tijana Bokovi,F,19,193,82,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Silver
Roger-Yves Bost,M,50,176,80,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
Ins Boubakri,F,27,167,56,Tunisia,TUN,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",Bronze
David Alasdair Boudia,M,27,175,73,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Platform,Bronze
David Alasdair Boudia,M,27,175,73,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Platform,Silver
Carline Bouw,F,31,184,72,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Silver
Marit Bouwmeester,F,28,177,68,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,Gold
"Frentorish ""Tori"" Bowie",F,25,175,58,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,Silver
"Frentorish ""Tori"" Bowie",F,25,175,58,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,Bronze
"Frentorish ""Tori"" Bowie",F,25,175,58,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Jovana Brakoevi-Kancian,F,28,196,82,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Silver
Julian Brandt,M,20,183,83,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver
Ana Maria Florentina Brnz-Popescu,F,31,175,64,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Gold
Sophie Charlotte Bray,F,26,164,58,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
Thiago Braz da Silva,M,22,183,75,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,Gold
Kelly Brazier,F,26,171,70,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver
Sebastian Brendel,M,28,192,92,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold
Sebastian Brendel,M,28,192,92,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
Thomas Briels,M,28,172,71,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
Lawrence Brittain,M,25,187,94,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,Silver
Allison M. Brock,F,36,168,59,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
Kristina Brring-Sprehe,F,29,168,54,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
Kristina Brring-Sprehe,F,29,168,54,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
Gayle Broughton,F,20,174,70,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver
Alexander Brouwer,M,26,198,88,Netherlands-1,NED,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze
Aaron Brown,M,24,198,79,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
"Christopher Deon ""Chris"" Brown",M,37,178,75,Bahamas,BAH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Kyle Gie Brown,M,29,182,92,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
Laura Brown,F,29,167,61,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Bronze
Alistair Edward Brownlee,M,28,184,70,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,Gold
"Jonathan Callum ""Jonny"" Brownlee",M,26,181,70,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,Silver
Kristoffer Brun,M,28,175,70,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
Manuel Brunet,M,30,179,79,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
Rachele Bruni,F,25,170,59,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 10 kilometres Open Water,Silver
"Bruno ""Bruninho"" Mossa de Rezende",M,30,190,76,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
Joshua Buatsi,M,23,185,81,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,Bronze
Kadeisha Buchanan,F,20,170,65,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
Matthijs Bchli,M,23,188,90,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Keirin,Silver
Luka Buki,M,22,195,90,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Silver
Yekaterina Borisovna Bukina,F,29,174,75,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Bronze
Chlo Bulleux,F,24,172,65,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Silver
Phil Burgess,M,28,180,92,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver
Damir Buri,M,35,205,115,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Silver
Steven James Burke,M,28,183,78,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Peter Burling,M,25,186,82,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Skiff,Gold
Christopher Burton,M,34,180,70,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
Tom Burton,M,26,180,81,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,Gold
Bianka Bua,F,22,187,74,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Silver
Andro Bulje,M,30,200,115,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Silver
Simone Buti,M,32,206,100,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Silver
Jimmy Butler III,M,26,201,99,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
Linus Butt,M,29,186,83,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
Dajana Butulija,F,30,175,65,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
Denia Caballero Ponce,F,26,175,70,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,Bronze
Jrmy Cadot,M,29,185,78,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Silver
Tania Cagnotto (-Parolin),F,31,160,54,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Springboard,Bronze
Tania Cagnotto (-Parolin),F,31,160,54,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,Silver
Cai Zelin,M,25,175,55,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,Silver
Chiara Cainero,F,38,171,81,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Skeet,Silver
Jos Manuel Caldern Borrallo,M,34,191,90,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
Hilary Caldwell,F,25,173,61,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,Bronze
Facundo Callioni,M,30,183,77,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
Eva Calvo Gmez,F,25,176,57,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,Silver
"Asuka Antonio ""Aska"" Cambridge",M,23,179,74,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Bronte Campbell,F,22,179,58,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Cate Natalie Campbell,F,24,186,67,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Cate Natalie Campbell,F,24,186,67,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Veronica Angella Campbell-Brown,F,34,168,58,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
Niccol Campriani,M,28,177,80,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",Gold
Niccol Campriani,M,28,177,80,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
Fabian Cancellara,M,35,186,81,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,Gold
Cao Yuan,M,21,160,42,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Springboard,Gold
Cao Yuan,M,21,160,42,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard,Bronze
"Jazmin Roxy ""Jazz"" Carlin",F,25,175,57,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,Silver
"Jazmin Roxy ""Jazz"" Carlin",F,25,175,57,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,Silver
Olivia Frances Carnegie-Brown,F,25,181,73,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Silver
Cecilia Carranza Saroli,F,29,164,63,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,Gold
Lisa Carrington,F,27,168,63,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",Gold
Lisa Carrington,F,27,168,63,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze
Michelle Denee Carter,F,30,176,136,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Shot Put,Gold
Charlotte Caslick,F,21,172,65,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
Matteo Castaldo,M,30,188,86,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Bronze
Kristi Castlin,F,28,170,60,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Bronze
Tamika Devonne Catchings,F,37,185,77,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
Kelly Catlin,F,20,168,63,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Silver
Mark Simon Cavendish,M,31,175,70,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Omnium,Silver
Saa ao,F,27,178,72,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
"Matthew Gerald ""Matt"" Centrowitz, Jr.",M,26,176,65,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",Gold
Davit Gochayevich Chakvetadze,M,23,174,85,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
Kyle Chalmers,M,18,193,90,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,Gold
Kyle Chalmers,M,18,193,90,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
Kyle Chalmers,M,18,193,90,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
Frank Chamizo Marquez,M,24,172,65,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze
Miles Cleveland Chamley-Watson,M,26,193,80,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Bronze
Chan Peng Soon,M,28,175,68,Malaysia,MAS,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,Silver
Chang Hye-Jin,F,29,158,50,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,Gold
Chang Hye-Jin,F,29,158,50,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,Gold
Allysha Chapman,F,27,160,56,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
Tina Alexandria Charles,F,27,193,88,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
Cdric Charlier,M,28,181,81,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
Yuriy Volodymyrovych Cheban,M,30,185,93,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",Gold
Paul Kipkemboi Chelimo,M,25,175,57,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",Silver
Chen Aisen,M,20,168,60,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Platform,Gold
Chen Aisen,M,20,168,60,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Platform,Gold
Chen Long,M,27,188,81,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Singles,Gold
Chen Peina,F,27,172,63,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Windsurfer,Silver
Chen Ruolin,F,23,160,47,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,Gold
Cheng Xunzhao,M,25,185,90,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,Bronze
Cheong Jun Hoong,F,26,150,48,Malaysia,MAS,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,Silver
Aleksey Borisovich Cheremisinov,M,31,183,75,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Gold
Emilee Cherry,F,23,168,70,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
Vivian Jepkemoi Cheruiyot,F,32,153,40,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",Gold
Vivian Jepkemoi Cheruiyot,F,32,153,40,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",Silver
Vlada Aleksandrovna Chigiryova,F,21,162,46,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Eilidh Child-Doyle,F,29,170,60,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
Choe Hyo-Sim,F,22,159,63,North Korea,PRK,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Middleweight,Silver
Choi Mi-Sun,F,20,168,53,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,Gold
Maialen Chourraut Yurramendi,F,33,161,55,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Gold
Micah Makanamaikalani Christenson,M,23,198,86,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
Mads Christiansen,M,30,197,93,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Gold
Max Christiansen,M,19,187,84,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver
Anton Mikhaylovich Chupkov,M,19,188,71,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Breaststroke,Bronze
Monika Ciaciuch,F,24,182,74,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Bronze
Cheick Sallah Ciss Junior,M,22,186,80,Cote d'Ivoire,CIV,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Welterweight,Gold
Souleymane Diop Cissokho,M,25,179,69,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Welterweight,Bronze
"Edward ""Ed"" Clancy",M,31,185,79,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
"Caroline Archer ""KK"" Clark",F,26,188,72,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold
Saskia Clark,F,36,176,68,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,Gold
"Joseph ""Joe"" Clarke",M,23,182,76,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Gold
Vctor Claver Arocas,M,27,206,107,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
"William Bundu ""Will"" Claye",M,25,181,72,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,Silver
Kerron Stephon Clement,M,30,188,86,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,Gold
Kyle Clemons,M,25,180,74,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
lodie Pascaline Clouvel,F,27,182,69,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Women's Individual,Silver
Emma Jane Coburn,F,25,173,54,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",Bronze
Corey Cogdell-Unrein,F,29,173,70,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Trap,Bronze
Roxana Gabriela Cogianu,F,29,180,72,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Bronze
Adelina Maria Cojocariu-Bogus,F,27,186,75,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Bronze
Massimo Colaci,M,31,180,75,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Silver
Thibault Colard,M,24,187,70,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
Carlos Coloma Nicols,M,34,171,65,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Mountainbike, Cross-Country",Bronze
Robson Donato Conceio,M,27,171,57,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,Gold
"John ""Jack"" Conger",M,21,193,80,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Sally Conway,F,29,167,70,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Middleweight,Bronze
Tamsin Cook,F,17,170,61,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
Yasmani Copello Escobar,M,29,191,85,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,Bronze
Kevin Cordes,M,22,196,88,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Tanguy Cosyns,M,25,174,70,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
Aleksandra Cotti,F,27,167,65,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
DeMarcus Amir Cousins,M,25,210,122,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
J'den Michael Tbory Cox,M,21,180,86,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
"Kameryn Louise ""Kami"" Craig",F,29,181,88,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold
Sal Craviotto Rivero,M,31,192,98,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Bronze
Sal Craviotto Rivero,M,31,192,98,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Gold
